Row Name,SIL ID,Short Name,Long Description,Passage,Keywords,Projects
213,"oc00213,oi00213,ob00213,ow00213",figs on a branch,"A historically grounded depiction of “figs on a branch.” The scene reflects the people, objects, and landscapes of the biblical world with cultural accuracy.","Jeremiah 24, Genesis 03","branch, figs, fruit",SIL 100
214,"oc00214,ob00214,ow00214",First Century Galileean House,,,,SIL 100
215,"oc00215,ow00215,ob00215",First Century Galileean House,,,,SIL 100
216,"oc00216,ow00216,ob00216",First Century Galileean House,,,,SIL 100
217,"oc00217,ob00217,oi00217,ow00217",fishermen in a boat,"Small barley loaves and dried fish rest on coarse cloth, the fare of Galilean peasants. The humble meal recalls Jesus’ generous provision for the crowds.","Luke 05,  Mark 01, Matthew 04, Matthew 14:13–21; Mark 6:30–44; John 6:1–14; Psalm 107:23–30; Mark 4:35–41; Acts 27","boat, fish, fishermen, Jesus, loaves, net, vision",SIL 100
218,"oc00218,oi00218,ob00218,ow00218",fishermen in a boat,"Small barley loaves and dried fish rest on coarse cloth, the fare of Galilean peasants. The humble meal recalls Jesus’ generous provision for the crowds.","Luke 05,  Mark 01, Matthew 04, Matthew 14:13–21; Mark 6:30–44; John 6:1–14; Psalm 107:23–30; Mark 4:35–41; Acts 27","boat, fish, fishermen, Jesus, loaves, net, vision",SIL 100
219,"oc00219,ob00219,oi00219,ow00219",Galileeian Fishing Boat,"Flat-bottomed 27-foot workboat with low sides, four oar positions, small mast/sail; used by fishermen on the Sea of Galilee.",Luke 5; Mark 4; Matthew 8; John 6,"Jesus boat, Galilee fishing boat, Sea of Galilee vessel, New Testament boat, disciple fishing boat, 1st century Jewish boat, Bible archaeology boat.",SIL 100
220,"oc00220,oi00220,ob00220,ow00220",Galileeian Fishing Boat,"Flat-bottomed 27-foot workboat with low sides, four oar positions, small mast/sail; used by fishermen on the Sea of Galilee.",Luke 5; Mark 4; Matthew 8; John 6,"Jesus boat, Galilee fishing boat, Sea of Galilee vessel, New Testament boat, disciple fishing boat, 1st century Jewish boat, Bible archaeology boat.",SIL 100
221,"oc00221,ob00221,ow00221",grain sheaves,A farmer tosses grain into the wind as chaff drifts away. Dust and sunlight capture the ancient rhythm of harvest and God’s refining work.,"Exodus 34,  Genesis 37,  John 04,  John 12,  Leviticus 23,  Luke 10,  Matthew 09,  Matthew 13,  Ruth 02, Genesis 08, Ruth 2–3; Isaiah 28:27–28; Matthew 13","field; harvest, grain",SIL 100
222,"oc00222,oi00222,ob00222,ow00222",grape vine on a trellis,"A grapevine climbs a wooden trellis, heavy clusters hanging in Levantine sun. A caretaker tends branches, symbolizing fruitfulness and life in God.","John 15, Psalm 80; Isaiah 5:1–7; John 15","branch; vine, trellis",SIL 100
223,"oc00223,ow00223,ob00223,oi00223",grape vine on a trellis,"A grapevine climbs a wooden trellis, heavy clusters hanging in Levantine sun. A caretaker tends branches, symbolizing fruitfulness and life in God.","John 15, Psalm 80; Isaiah 5:1–7; John 15","branch; vine, trellis",SIL 100
224,"oc00224,ob00224,ow00224,oi00224",grapes on a vine,"A grapevine climbs a wooden trellis, heavy clusters hanging in Levantine sun. A caretaker tends branches, symbolizing fruitfulness and life in God.","John 15, Psalm 80; Isaiah 5:1–7; John 15",branch,SIL 100
225,"oc00225,ow00225,oi00225,ob00225",Greek Fashion,"A wealthy Greek woman from first-century Asia Minor adjusts her jewelry, her braided hair and gold ornaments reflecting the adornment typical of affluent urban life.",1 Peter 3:3,"first-century woman, Asia Minor, Greek, wealthy, braided hair, hairpins, gold earrings, gold bangles, gold necklace, linen garment, Near Eastern features, olive skin, ancient clothing, jewelry, affluent household",SIL 100
226,"oc00226,ow00226,ob00226,oi00226",Greek Fashion,"A wealthy Greek woman from first-century Asia Minor adjusts her jewelry, her braided hair and gold ornaments reflecting the adornment typical of affluent urban life.",1 Peter 3:3,"first-century woman, Asia Minor, Greek, wealthy, braided hair, hairpins, gold earrings, gold bangles, gold necklace, linen garment, Near Eastern features, olive skin, ancient clothing, jewelry, affluent household",SIL 100
227,"oc00227,ob00227,ow00227,oi00227",harvesting wheat,"A historically grounded depiction of “harvesting wheat.” The scene reflects the people, objects, and landscapes of the biblical world with cultural accuracy.","Matthew 13, Ruth 02, Ruth 2–3; Isaiah 28:27–28; Matthew 13","grain; sickle, harvesting, wheat",SIL 100
228,"oc00228,ow00228,ob00228,oi00228",harvesting wheat,"A historically grounded depiction of “harvesting wheat.” The scene reflects the people, objects, and landscapes of the biblical world with cultural accuracy.","Matthew 13, Ruth 02, Ruth 2–3; Isaiah 28:27–28; Matthew 13","grain; sickle, harvesting, wheat",SIL 100
229,"oc00229,ob00229,ow00229,oi00229",harvesting wheat,"A historically grounded depiction of “harvesting wheat.” The scene reflects the people, objects, and landscapes of the biblical world with cultural accuracy.","Matthew 13, Ruth 02, Ruth 2–3; Isaiah 28:27–28; Matthew 13","grain; sickle, harvesting, wheat",SIL 100
230,"oc00230,ob00230,ow00230",heads of wheat,"A historically grounded depiction of “heads of wheat.” The scene reflects the people, objects, and landscapes of the biblical world with cultural accuracy.","1 Corinthians 15, John 12, Ruth 2–3; Isaiah 28:27–28; Matthew 13","grain; ripe, heads, wheat",SIL 100
231,"oc00231,ob00231,ow00231",Herodian Temple at time of Christ,"A realistic view of the Herodian Temple complex during the 1st century, showing priests, pilgrims, and daily activity in the outer courts. The scene captures worn stone, active movement, and the scale of the sacred space as it functioned in everyday Jewish life.","Acts 02,  Acts 03,  Acts 04,  Acts 05,  John 02,  Luke 02,  Luke 19,  Luke 21,  Mark 11,  Mark 13,  Matthew 24,  Matthew 26, 1 Kings 8; John 10:23; Acts 3:11, Matthew 21","temple, jerusalem, herod, courtyard, priests, pilgrims, sacrifice, stone, ancient, jewish, altar, portico, worship, firstcentury, archaeology",SIL 100
232,"oc00232,ob00232,ow00232",Herodian Temple at time of Christ,"A realistic view of the Herodian Temple complex during the 1st century, showing priests, pilgrims, and daily activity in the outer courts. The scene captures worn stone, active movement, and the scale of the sacred space as it functioned in everyday Jewish life.","Acts 02,  Acts 03,  Acts 04,  Acts 05,  John 02,  Luke 02,  Luke 19,  Luke 21,  Mark 11,  Mark 13,  Matthew 24,  Matthew 26, 1 Kings 8; John 10:23; Acts 3:11, Matthew 21","temple, jerusalem, herod, courtyard, priests, pilgrims, sacrifice, stone, ancient, jewish, altar, portico, worship, firstcentury, archaeology",SIL 100
233,"oc00233,ob00233,ow00233",Herodian Temple at time of Christ,"A realistic view of the Herodian Temple complex during the 1st century, showing priests, pilgrims, and daily activity in the outer courts. The scene captures worn stone, active movement, and the scale of the sacred space as it functioned in everyday Jewish life.","Acts 02,  Acts 03,  Acts 04,  Acts 05,  John 02,  Luke 02,  Luke 19,  Luke 21,  Mark 11,  Mark 13,  Matthew 24,  Matthew 26, 1 Kings 8; John 10:23; Acts 3:11, Matthew 21","temple, jerusalem, herod, courtyard, priests, pilgrims, sacrifice, stone, ancient, jewish, altar, portico, worship, firstcentury, archaeology",SIL 100
234,"oc00234,ow00234,ob00234,oi00234",Herod's temple and Solomon's colonnade,Herod’s Temple rises over Jerusalem with vast courts and colonnades. Pilgrims gather where Jesus taught and the apostles healed.,"Acts 03,  Acts 05, 1 Kings 8; John 10:23; Acts 3:11; 1 Kings 3:16–28, John 10","brick; columns, Herod, Jerusalem, Jesus, Solomon, Temple, temple",SIL 100
235,"oc00235,ow00235,ob00235,oi00235",High Priest’s Tzitz (Golden Plate),"A rectangular gold plate engraved with “Holy to YHWH” and attached to a linen turban with blue cords. It was a sacred symbol of the priest’s consecration.  The tzitz was not a royal crown but was still called a nezer because it marked the high priest’s holiness. It was a gold forehead plate tied to a turban, paralleling Egyptian and Levantine ceremonial headpieces. Its inscription made it uniquely Israelite, emphasizing purity and consecration before God.","Exodus 28:36–38, Leviticus 16, Exodus 29, Leviticus 8-9, Ezekiel 44,","tzitz, high priest, gold plate, inscription, Holy to YHWH, turban, priesthood, tabernacle",SIL 100
236,"oc00236,oi00236,ob00236,ow00236",High Priest’s Tzitz (Golden Plate),"A rectangular gold plate engraved with “Holy to YHWH” and attached to a linen turban with blue cords. It was a sacred symbol of the priest’s consecration.  The tzitz was not a royal crown but was still called a nezer because it marked the high priest’s holiness. It was a gold forehead plate tied to a turban, paralleling Egyptian and Levantine ceremonial headpieces. Its inscription made it uniquely Israelite, emphasizing purity and consecration before God.","Exodus 28:36–38, Leviticus 16, Exodus 29, Leviticus 8-9, Ezekiel 44,","tzitz, high priest, gold plate, inscription, Holy to YHWH, turban, priesthood, tabernacle",SIL 100
237,"oc00237,oi00237,ob00237,ow00237",Holy Spirit descends as a dove on Jesus. He is baptized by John the Baptist.,Jesus stands in the Jordan as a dove descends upon Him. The heavens open as the Spirit anoints Him for ministry.,"John 01,  Luke 03,  Mark 01, Matthew 03, Matthew 3; Mark 1; Luke 3; John 1:29–34","descends, dove, Holy Spirit, Jesus, jesus, John, Jordan; Jesus; John the Baptist, spirit",SIL 100
238,"oc00238,ow00238,ob00238",hyssop,"A historically grounded depiction of “hyssop.” The scene reflects the people, objects, and landscapes of the biblical world with cultural accuracy.","1 Kings 04,  Hebrews 09,  John 19,  Leviticus 14,  Numbers 19,  Psalms 51, Exodus 12","hyssop, nan",SIL 100
239,"oc00239,ow00239,ob00239,oi00239",Jacob has a dream and sees an angel stairway.,"A historically grounded depiction of “Jacob has a dream and sees an angel stairway..” The scene reflects the people, objects, and landscapes of the biblical world with cultural accuracy.",Genesis 28,"angel, Bethel; promise; Lord, dream, jacob, Jacob, sees, stairway",SIL 100
240,"oc00240,oi00240,ob00240,ow00240",Jacob has a dream and sees an angel stairway.,"A historically grounded depiction of “Jacob has a dream and sees an angel stairway..” The scene reflects the people, objects, and landscapes of the biblical world with cultural accuracy.",Genesis 28,"angel, Bethel; promise; Lord, dream, jacob, Jacob, sees, stairway",SIL 100
241,oc00241,Jesus calls Andrew and Peter.,On Galilee’s shore Jesus calls fishermen from their nets. Ordinary laborers become heralds of the kingdom.,"John 01,  Luke 05,  Mark 01, Matthew 04, Matthew 4:18–22; John 1:35–42","Andrew, calls, fish, fishermen, Galilee, Jesus, jesus, net, On Galilee, Peter, Simon; fishermen; disciples",SIL 100
242,oc00242,Jesus calls Andrew and Peter.,On Galilee’s shore Jesus calls fishermen from their nets. Ordinary laborers become heralds of the kingdom.,"John 01,  Luke 05,  Mark 01, Matthew 04, Matthew 4:18–22; John 1:35–42","Andrew, calls, fish, fishermen, Galilee, Jesus, jesus, net, On Galilee, Peter, Simon; fishermen; disciples",SIL 100
243,"oc00243,oi00243,ob00243,ow00243",Jesus calls Andrew and Peter.,On Galilee’s shore Jesus calls fishermen from their nets. Ordinary laborers become heralds of the kingdom.,"John 01,  Luke 05,  Mark 01, Matthew 04, Matthew 4:18–22; John 1:35–42","Andrew, calls, fish, fishermen, Galilee, Jesus, jesus, net, On Galilee, Peter, Simon; fishermen; disciples",SIL 100
244,"oc00244,ow00244,ob00244,oi00244",Jesus drives merchants from the temple.,Herod’s Temple rises over Jerusalem with vast courts and colonnades. Pilgrims gather where Jesus taught and the apostles healed.,"John 02,  Mark 11,  Matthew 21, 1 Kings 8; John 10:23; Acts 3:11, Luke 19","Herod, Jerusalem, jesus, Jesus, tables; overturned; robbers; money; Jesus, Temple, temple",SIL 100
245,"oc00245,ob00245,ow00245,oi00245",Jesus drives merchants from the temple.,Herod’s Temple rises over Jerusalem with vast courts and colonnades. Pilgrims gather where Jesus taught and the apostles healed.,"John 02,  Mark 11,  Matthew 21, 1 Kings 8; John 10:23; Acts 3:11, Luke 19","Herod, Jerusalem, jesus, Jesus, tables; overturned; robbers; money; Jesus, Temple, temple",SIL 100
246,oc00246,The Empty Tomb,At dawn a stone stands rolled back from a rock‑hewn tomb. The emptiness proclaims the risen Lord.,"John 20,  Luke 24,  Mark 16, Luke 24; John 20; Matthew 28, Matthew 28","Mary; Magdalene, stone, tomb",SIL 100
247,"oc00247,oi00247,ob00247,ow00247",Jesus heals a blind man.,"A historically grounded depiction of “Jesus heals a blind man..” The scene reflects the people, objects, and landscapes of the biblical world with cultural accuracy.","Luke 18,  Mark 08,  Mark 10, John 09","blind, heals, jesus, Jesus, Sabbath; miracle; sight",SIL 100
248,"oc00248,ob00248,ow00248,oi00248",Jesus saves Peter from sinking.,On Galilee’s shore Jesus calls fishermen from their nets. Ordinary laborers become heralds of the kingdom.,"John 06,  Luke 09, Matthew 14, Matthew 4:18–22; John 1:35–42","fish, fishermen, Galilee, Jesus, jesus, net, On Galilee, Peter, rescue; doubt",SIL 100
249,"oc00249,oi00249,ow00249,ob00249",Jesus saves Peter from sinking.,On Galilee’s shore Jesus calls fishermen from their nets. Ordinary laborers become heralds of the kingdom.,"John 06,  Luke 09, Matthew 14, Matthew 4:18–22; John 1:35–42","fish, fishermen, Galilee, Jesus, jesus, net, On Galilee, Peter, rescue; doubt",SIL 100
250,"oc00250,ow00250,oi00250,ob00250",Jesus saves Peter from sinking.,On Galilee’s shore Jesus calls fishermen from their nets. Ordinary laborers become heralds of the kingdom.,"John 06,  Luke 09, Matthew 14, Matthew 4:18–22; John 1:35–42","fish, fishermen, Galilee, Jesus, jesus, net, On Galilee, Peter, rescue; doubt",SIL 100
251,"oc00251,ow00251,ob00251,oi00251",Jesus turns water into wine.,"A historically grounded depiction of “Jesus turns water into wine..” The scene reflects the people, objects, and landscapes of the biblical world with cultural accuracy.",John 02,"jesus, Jesus, turns, water, wedding; Cana; miracle; Jesus, wine",SIL 100
252,"oc00252,ow00252,ob00252,oi00252",Jesus turns water into wine.,"A historically grounded depiction of “Jesus turns water into wine..” The scene reflects the people, objects, and landscapes of the biblical world with cultural accuracy.",John 02,"jesus, Jesus, turns, water, wedding; Cana; miracle; Jesus, wine",SIL 100
253,"oc00253,ow00253,ob00253,oi00253",Job and his comforters,Job sits in ashes while friends debate suffering around him. Human wisdom falters before God’s majesty and compassion.,"Amos 08,  Job 16,  Job 19,  Lamentations 02,  Romans 12, Job 02, Job 1–2; Job 38–42; James 5:11",mourn; weep,SIL 100
254,"oc00254,ow00254,oi00254,ob00254",Job and his comforters,Job sits in ashes while friends debate suffering around him. Human wisdom falters before God’s majesty and compassion.,"Amos 08,  Job 16,  Job 19,  Lamentations 02,  Romans 12, Job 02, Job 1–2; Job 38–42; James 5:11",mourn; weep,SIL 100
255,"oc00255,ow00255,ob00255,oi00255",John the Baptist,"A historically grounded depiction of “John the Baptist.” The scene reflects the people, objects, and landscapes of the biblical world with cultural accuracy.","John 01,  Luke 03,  Luke 07,  Mark 01,  Mark 06,  Matthew 11,  Matthew 14, Matthew 03","baptist, desert; wilderness, John, john",SIL 100
256,"oc00256,ow00256,ob00256,oi00256",John the Baptist,"A historically grounded depiction of “John the Baptist.” The scene reflects the people, objects, and landscapes of the biblical world with cultural accuracy.","John 01,  Luke 03,  Luke 07,  Mark 01,  Mark 06,  Matthew 11,  Matthew 14, Matthew 03","baptist, desert; wilderness, John, john",SIL 100
257,"oc00257,ob00257,ow00257,oi00257",Lazarus comes alive,"A historically grounded depiction of “Lazarus comes alive..” The scene reflects the people, objects, and landscapes of the biblical world with cultural accuracy.",John 11,"alive, comes, Lazarus, lazarus, raised; resurrection",SIL 100
258,"oc00258,ow00258,ob00258,oi00258",Lazarus comes alive,"A historically grounded depiction of “Lazarus comes alive..” The scene reflects the people, objects, and landscapes of the biblical world with cultural accuracy.",John 11,"alive, comes, Lazarus, lazarus, raised; resurrection",SIL 100
259,"oc00259,oi00259,ob00259,ow00259",Lazarus comes alive,"A historically grounded depiction of “Lazarus comes alive..” The scene reflects the people, objects, and landscapes of the biblical world with cultural accuracy.",John 11,"alive, comes, Lazarus, lazarus, raised; resurrection",SIL 100
260,"oc00260,oi00260,ob00260,ow00260",Mary of Bethany Holding a Small Alabaster Perfume Jar,"Mary of Bethany stands in her home in Bethany holding a small alabaster perfume jar containing costly nard. The vessel is small enough to fit within her hands, illustrating the type of container used for expensive imported perfume before she anoints Jesus’ feet.",John 12:1-8,"Mary of Bethany, alabaster jar, nard perfume, biblical artifact, first century Judea, Bethany home, Bible realism, ancient perfume vessel, gospel of John scene, biblical archaeology, historical Bible image, nard container, Jesus anointing preparation",SIL 100
261,"oc00261,ow00261,ob00261,oi00261",Moses’ Basket/“Ark” — Papyrus river skiff (mini-tebah),"A historically grounded depiction of “a ship at sea.” The scene reflects the people, objects, and landscapes of the biblical world with cultural accuracy.",Exodus 2:3–6.,"Moses basket, infant ark, papyrus boat, Exodus boat, baby Moses Nile, Hebrew basket boat, biblical cradle vessel, Old Testament imagery.",SIL 100
262,"oc00262,oi00262,ob00262,ow00262",Old Testament soldier,A Roman centurion stands in segmented armor with crested helmet and gladius at his side. Authority and discipline mark Rome’s presence in Judea.,"2 Chronicles 12,  2 Chronicles 23,  2 Kings 11, 1 Kings 14, Matthew 8:5–13; Luke 7:1–10; Acts 10","ark, centurion, javelin; shield; spear, Judea, Old Testament",SIL 100
263,"oc00263,ow00263,ob00263,oi00263",Old Testament soldier,A Roman centurion stands in segmented armor with crested helmet and gladius at his side. Authority and discipline mark Rome’s presence in Judea.,"2 Chronicles 12,  2 Chronicles 23,  2 Kings 11, 1 Kings 14, Matthew 8:5–13; Luke 7:1–10; Acts 10","ark, centurion, javelin; shield; spear, Judea, Old Testament",SIL 100
264,oc00264,Old Testament soldier,A Roman centurion stands in segmented armor with crested helmet and gladius at his side. Authority and discipline mark Rome’s presence in Judea.,"2 Chronicles 12,  2 Chronicles 23,  2 Kings 11, 1 Kings 14, Matthew 8:5–13; Luke 7:1–10; Acts 10","ark, centurion, javelin; shield; spear, Judea, Old Testament",SIL 100
265,"oc00265,ow00265,ob00265,oi00265",Paul is lowered in a basket outside the wall.,"A historically grounded depiction of “Paul is lowered in a basket outside the wall..” The scene reflects the people, objects, and landscapes of the biblical world with cultural accuracy.","2 Corinthians 11, Acts 09","basket, escape; Paul, lowered, outside, paul, Paul, wall",SIL 100
266,"oc00266,ob00266,ow00266,oi00266",quail,"A historically grounded depiction of “quail.” The scene reflects the people, objects, and landscapes of the biblical world with cultural accuracy.","Psalms 105, Exodus 16","bird, quail",SIL 100
267,"oc00267,oi00267,ow00267,ob00267",Roman Mediterranean Merchantman / Alexandrian Grain Ship,"A large Alexandrian grain ship sails steadily across the Mediterranean before the storm described in Acts 27. Built for cargo rather than speed, its deep hull carries Egyptian wheat toward Rome. Sailors manage the great square sail while passengers stand aboard the broad deck.","Acts 27:6–9
Acts 27:37
Acts 28:11","Roman grain ship, Alexandrian ship, Acts 27 shipwreck, Paul’s voyage boat, Roman merchant vessel, ancient freighter ship, New Testament ships.",SIL 100
268,"oc00268,ob00268,oi00268,ow00268",Roman soldiers in armor,A Roman centurion stands in segmented armor with crested helmet and gladius at his side. Authority and discipline mark Rome’s presence in Judea.,"John 19,  Mark 15, Matthew 27, Matthew 8:5–13; Luke 7:1–10; Acts 10","ark, armor, centurion, centurion; javelin; shield; spear, Judea, roman, Roman soldiers",SIL 100
269,"oc00269,ow00269,ob00269,oi00269",Roman soldiers in armor,A Roman centurion stands in segmented armor with crested helmet and gladius at his side. Authority and discipline mark Rome’s presence in Judea.,"John 19,  Mark 15, Matthew 27, Matthew 8:5–13; Luke 7:1–10; Acts 10","ark, armor, centurion, centurion; javelin; shield; spear, Judea, roman, Roman soldiers",SIL 100
270,"oc00270,oi00270,ob00270,ow00270",Roman soldiers in armor,A Roman centurion stands in segmented armor with crested helmet and gladius at his side. Authority and discipline mark Rome’s presence in Judea.,"John 19,  Mark 15, Matthew 27, Matthew 8:5–13; Luke 7:1–10; Acts 10","ark, armor, centurion, centurion; javelin; shield; spear, Judea, roman, Roman soldiers",SIL 100
271,"oc00271,ob00271,ow00271,oi00271",Roman street scene,A Roman centurion stands in segmented armor with crested helmet and gladius at his side. Authority and discipline mark Rome’s presence in Judea. ,"Romans 1, Acts 28, Matthew 8:5–13; Luke 7:1–10; Acts 10","ark, centurion, Judea, roman, temples",SIL 100
272,"oc00272,oi00272,ob00272,ow00272",Roman/Greek Royal Diadem (Band of Kingship),"A long cloth or gold band tied or clasped around the head, worn by Hellenistic and Roman rulers as a symbol of kingship.",Revelation 12:3; Revelation 13:1; Revelation 19:12,"diadēma, royal band, Hellenistic kingship, emperor, sovereignty, tied band, regal authority",SIL 100
273,"oc00273,ow00273,ob00273,oi00273",scorpion,A scorpion curls its tail on sun‑baked rock. The creature evokes wilderness trial and God’s authority over harm.,"EZK 02,  Luke 10, Deuteronomy 08, Deuteronomy 8:15; Luke 10:19; Revelation 9","nan, scorpion, wilderness",SIL 100
274,"oc00274,oi00274,ob00274,ow00274","scrolls, a pen and ink",A parchment scroll lies unrolled beside a reed pen and ink. The scene honors God’s word carefully preserved and proclaimed.,"1 Samuel 10,  2 Timothy 04,  Daniel 06,  Esther 01,  Exodus 24, Exodus 17, Jeremiah 36; Ezekiel 2–3; Revelation 5; Revelation 10","scroll, write",SIL 100
275,"oc00275,oi00275,ob00275,ow00275",shepherds watching the flock at night,A shepherd carries a stray sheep across rocky Judean hills. The scene speaks of God’s tender pursuit of the lost.,"Ezekiel 34; Psalm 23; Luke 15:3–7; John 10:1–18, Luke 02","cross, flock, Judea, sheep, shepherd",SIL 100
276,"oc00276,ob00276,ow00276",shipwreck: the passengers are in the sea,A wooden boat pitches on violent waves beneath a squall. Fear gives way to awe as God preserves lives at sea.,"Acts 27, Psalm 107:23–30; Mark 4:35–41; Acts 27","boat, prisoners; swim; overboard",SIL 100
277,"oc00277,ob00277,ow00277",shipwreck: the passengers are in the sea,A wooden boat pitches on violent waves beneath a squall. Fear gives way to awe as God preserves lives at sea.,"Acts 27, Psalm 107:23–30; Mark 4:35–41; Acts 27","boat, prisoners; swim; overboard",SIL 100
278,"oc00278,ob00278,ow00278",shipwreck: the passengers are in the sea,A wooden boat pitches on violent waves beneath a squall. Fear gives way to awe as God preserves lives at sea.,"Acts 27, Psalm 107:23–30; Mark 4:35–41; Acts 27","boat, prisoners; swim; overboard",SIL 100
279,oc00279,Shofar - Ram Horn,"A shofar is an ancient wind instrument made from a ram’s horn, used in Israel for worship, warfare signals, coronations, and solemn assemblies. Unlike the later metal trumpets, the shofar’s power comes from its raw, organic shape and its deep symbolic connection to sacrifice, covenant, and God’s call to His people.","Genesis 22:13, Exodus 19:16-19, Exodus 20:18, Leviticus 25:9, Numbers 29:1, Joshua 6:4-5, Joshua 6:6, Joshua 6:8-9, Joshua 6:13, Joshua 6:16, Joshua 6:20, Judges 3:27, Judges 6:34, 1 Samuel 13:3, 2 Samuel 2:28, 2 Samuel 6:15, 2 Samuel 15:10, 1 Kings 1:34, 1 Kings 1:39-41, 2 Kings 9:13, 2 Chronicles 15:14, Psalm 47:5, Psalm 81:3, Psalm 98:6, Isaiah 18:3, Isaiah 27:13, Jeremiah 4:5-21, Ezekiel 33:3-6, Hosea 5:8, Joel 2:1, Joel 2:15, Amos 2:2, Amos 3:6, Zechariah 9:14, Nehemiah 4:18-20, Revelation 8:2-13, Revelation 9:1-14, Revelation 11:15","shofar, ram’s horn, instrument, worship, Jubilee horn, covenant symbol",SIL 100
280,"oc00280,ow00280,ob00280,oi00280",Shofar - Ram Horn,"A shofar is an ancient wind instrument made from a ram’s horn, used in Israel for worship, warfare signals, coronations, and solemn assemblies. Unlike the later metal trumpets, the shofar’s power comes from its raw, organic shape and its deep symbolic connection to sacrifice, covenant, and God’s call to His people.","Genesis 22:13, Exodus 19:16-19, Exodus 20:18, Leviticus 25:9, Numbers 29:1, Joshua 6:4-5, Joshua 6:6, Joshua 6:8-9, Joshua 6:13, Joshua 6:16, Joshua 6:20, Judges 3:27, Judges 6:34, 1 Samuel 13:3, 2 Samuel 2:28, 2 Samuel 6:15, 2 Samuel 15:10, 1 Kings 1:34, 1 Kings 1:39-41, 2 Kings 9:13, 2 Chronicles 15:14, Psalm 47:5, Psalm 81:3, Psalm 98:6, Isaiah 18:3, Isaiah 27:13, Jeremiah 4:5-21, Ezekiel 33:3-6, Hosea 5:8, Joel 2:1, Joel 2:15, Amos 2:2, Amos 3:6, Zechariah 9:14, Nehemiah 4:18-20, Revelation 8:2-13, Revelation 9:1-14, Revelation 11:15","shofar, ram’s horn, instrument, worship, Jubilee horn, covenant symbol",SIL 100
281,oc00281,Shofar - Ram Horn,"A shofar is an ancient wind instrument made from a ram’s horn, used in Israel for worship, warfare signals, coronations, and solemn assemblies. Unlike the later metal trumpets, the shofar’s power comes from its raw, organic shape and its deep symbolic connection to sacrifice, covenant, and God’s call to His people.","Genesis 22:13, Exodus 19:16-19, Exodus 20:18, Leviticus 25:9, Numbers 29:1, Joshua 6:4-5, Joshua 6:6, Joshua 6:8-9, Joshua 6:13, Joshua 6:16, Joshua 6:20, Judges 3:27, Judges 6:34, 1 Samuel 13:3, 2 Samuel 2:28, 2 Samuel 6:15, 2 Samuel 15:10, 1 Kings 1:34, 1 Kings 1:39-41, 2 Kings 9:13, 2 Chronicles 15:14, Psalm 47:5, Psalm 81:3, Psalm 98:6, Isaiah 18:3, Isaiah 27:13, Jeremiah 4:5-21, Ezekiel 33:3-6, Hosea 5:8, Joel 2:1, Joel 2:15, Amos 2:2, Amos 3:6, Zechariah 9:14, Nehemiah 4:18-20, Revelation 8:2-13, Revelation 9:1-14, Revelation 11:15","shofar, ram’s horn, instrument, worship, Jubilee horn, covenant symbol",SIL 100
282,"oc00282,oi00282,ow00282",Shofar - Ram Horn,"A shofar is an ancient wind instrument made from a ram’s horn, used in Israel for worship, warfare signals, coronations, and solemn assemblies. Unlike the later metal trumpets, the shofar’s power comes from its raw, organic shape and its deep symbolic connection to sacrifice, covenant, and God’s call to His people.","Genesis 22:13, Exodus 19:16-19, Exodus 20:18, Leviticus 25:9, Numbers 29:1, Joshua 6:4-5, Joshua 6:6, Joshua 6:8-9, Joshua 6:13, Joshua 6:16, Joshua 6:20, Judges 3:27, Judges 6:34, 1 Samuel 13:3, 2 Samuel 2:28, 2 Samuel 6:15, 2 Samuel 15:10, 1 Kings 1:34, 1 Kings 1:39-41, 2 Kings 9:13, 2 Chronicles 15:14, Psalm 47:5, Psalm 81:3, Psalm 98:6, Isaiah 18:3, Isaiah 27:13, Jeremiah 4:5-21, Ezekiel 33:3-6, Hosea 5:8, Joel 2:1, Joel 2:15, Amos 2:2, Amos 3:6, Zechariah 9:14, Nehemiah 4:18-20, Revelation 8:2-13, Revelation 9:1-14, Revelation 11:15","shofar, ram’s horn, instrument, worship, Jubilee horn, covenant symbol",SIL 100
283,"oc00283,ow00283,oi00283",Small Jordan River Ferry / Crossing Boat,"Small, flat, shallow ferry boats for people/animals. Likely punted or rowed, no sail.","2 Sam 19:18, Ruth 1","Jordan River ferry, biblical river crossing, ancient ferry boat, Old Testament transportation, Israelite river craft, Bible ferry vessel.",SIL 100
284,"oc00284,ow00284,ob00284,oi00284",Small Jordan River Ferry / Crossing Boat,"Small, flat, shallow ferry boats for people/animals. Likely punted or rowed, no sail.","2 Sam 19:18, Ruth 1","Jordan River ferry, biblical river crossing, ancient ferry boat, Old Testament transportation, Israelite river craft, Bible ferry vessel.",SIL 100
285,"oc00285,ow00285,ob00285,oi00285",Solomon’s Red Sea / Ophir Sewn-Plank Trade Ship,"Indian-Ocean style long-distance cargo ship with stitched-plank construction, wide belly, single large sail; likely type used at Ezion-Geber.",1 Kings 9:26–28; 10:22; 2 Chronicles 9:21,"Solomon ships, Ophir ship, Red Sea trade ship, sewn-plank vessel, Ezion-Geber harbor, biblical trade routes, ancient Indian Ocean boat.",SIL 100
